"IO_TYPE","IO_REASON","IO_QTY","LOT_QTY","LOT_FQTY","ITEM_TYPE","ITEM_UNIT_PRICE","STOCK_PREV_QTY","STOCK_AVAIL_QTY","STOCK_RESERVE_QTY","RESERVE_RATE","IO_MONTH","IO_WEEKDAY","RISK_LEVEL"
IN,생산,46100,46100,0,20,35,229143,194551,34592,15.1,"05","3",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","1",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","2",WARNING
IN,생산,102465,102465,0,20,60,263480,248999,14481,5.5,"05","3",WARNING
IN,생산,83825,83825,0,20,60,230524,211757,18767,8.14,"05","3",WARNING
IN,생산,62215,62215,0,20,70,226216,187441,38775,17.14,"05","3",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","1",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","1",WARNING
IN,생산,74200,74200,0,20,80,221564,175756,45808,20.67,"05","3",WARNING
IN,생산,13013,13469,0,20,455,20794,17520,3274,15.74,"05","3",WARNING
IN,생산,11017,11017,0,20,455,21710,17156,4554,20.98,"05","4",WARNING
IN,생산,8179,8179,0,20,525,17850,16105,1745,9.78,"05","4",WARNING
IN,생산,9752,9752,0,20,595,17167,15292,1875,10.92,"05","3",WARNING
IN,생산,12650,12650,0,20,475,450470,374442,76028,16.88,"05","4",LOW
IN,생산,10348,10348,0,20,475,442526,344750,97776,22.09,"05","4",LOW
IN,생산,7682,7682,0,20,545,430346,328042,102304,23.77,"05","4",LOW
IN,생산,9160,9160,0,20,615,440790,367894,72896,16.54,"05","4",LOW
OUT,판매,976,1171,0,30,4950,43776,36605,7171,16.38,"05","7",LOW
IN,생산,1171,1171,0,30,4950,43776,36605,7171,16.38,"05","4",LOW
OUT,폐기,195,1171,0,30,4950,43776,36605,7171,16.38,"05","5",HIGH
OUT,판매,861,958,0,30,4950,41184,32896,8288,20.12,"05","5",LOW
IN,생산,958,958,0,30,4950,41184,32896,8288,20.12,"05","4",LOW
OUT,폐기,97,958,0,30,4950,41184,32896,8288,20.12,"05","5",HIGH
OUT,판매,594,711,0,30,5650,43301,35882,7419,17.13,"05","1",LOW
IN,생산,711,711,0,30,5650,43301,35882,7419,17.13,"05","4",LOW
OUT,폐기,117,711,0,30,5650,43301,35882,7419,17.13,"05","5",HIGH
OUT,판매,720,848,0,30,6350,42284,36873,5411,12.8,"05","2",LOW
IN,생산,848,848,0,30,6350,42284,36873,5411,12.8,"05","4",LOW
OUT,폐기,128,848,0,30,6350,42284,36873,5411,12.8,"05","5",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"05","4",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"05","4",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"05","4",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"05","4",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"05","4",LOW
IN,생산,62212,62212,0,20,70,226216,187441,38775,17.14,"05","7",WARNING
IN,생산,48425,48425,0,20,35,229143,194551,34592,15.1,"05","4",WARNING
IN,생산,70350,70350,0,20,60,263480,248999,14481,5.5,"05","4",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"05","3",LOW
IN,생산,87675,87675,0,20,60,230524,211757,18767,8.14,"05","4",WARNING
IN,생산,75600,75600,0,20,70,226216,187441,38775,17.14,"05","4",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","3",LOW
IN,생산,105350,105350,0,20,80,221564,175756,45808,20.67,"05","5",WARNING
IN,생산,9246,9246,0,20,455,20794,17520,3274,15.74,"05","4",WARNING
IN,생산,11523,11523,0,20,455,21710,17156,4554,20.98,"05","5",WARNING
IN,생산,9936,9936,0,20,525,17850,16105,1745,9.78,"05","5",WARNING
IN,생산,13846,13846,0,20,595,17167,15292,1875,10.92,"05","5",WARNING
IN,생산,8683,8683,0,20,475,450470,374442,76028,16.88,"05","5",LOW
IN,생산,10821,10821,0,20,475,442526,344750,97776,22.09,"05","5",LOW
IN,생산,9331,9331,0,20,545,430346,328042,102304,23.77,"05","5",LOW
IN,생산,13003,13003,0,20,615,440790,367894,72896,16.54,"05","5",LOW
OUT,판매,696,804,0,30,4950,43776,36605,7171,16.38,"05","3",LOW
IN,생산,804,804,0,30,4950,43776,36605,7171,16.38,"05","5",LOW
OUT,폐기,108,804,0,30,4950,43776,36605,7171,16.38,"05","6",HIGH
OUT,판매,838,1002,0,30,4950,41184,32896,8288,20.12,"05","2",LOW
IN,생산,1002,1002,0,30,4950,41184,32896,8288,20.12,"05","5",LOW
OUT,폐기,164,1002,0,30,4950,41184,32896,8288,20.12,"05","6",HIGH
OUT,판매,740,864,0,30,5650,43301,35882,7419,17.13,"05","3",LOW
IN,생산,864,864,0,30,5650,43301,35882,7419,17.13,"05","5",LOW
OUT,폐기,124,864,0,30,5650,43301,35882,7419,17.13,"05","6",HIGH
OUT,판매,1002,1204,0,30,6350,42284,36873,5411,12.8,"05","4",LOW
IN,생산,1204,1204,0,30,6350,42284,36873,5411,12.8,"05","5",LOW
OUT,폐기,202,1204,0,30,6350,42284,36873,5411,12.8,"05","6",HIGH
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"05","3",LOW
IN,생산,48425,48425,0,20,35,229143,194551,34592,15.1,"05","5",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","4",WARNING
IN,생산,70350,70350,0,20,60,263480,248999,14481,5.5,"05","5",WARNING
IN,구매,500000,500000,0,10,6,673811,609813,63998,9.5,"05","3",LOW
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","4",LOW
IN,생산,87675,87675,0,20,60,230524,211757,18767,8.14,"05","5",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"05","3",LOW
IN,생산,75600,75600,0,20,70,226216,187441,38775,17.14,"05","5",WARNING
IN,구매,500000,500000,0,10,12,336958,269808,67150,19.93,"05","3",LOW
IN,생산,105350,105350,0,20,80,221564,175756,45808,20.67,"05","5",WARNING
IN,생산,9246,9246,0,20,455,20794,17520,3274,15.74,"05","5",WARNING
IN,생산,11523,11523,0,20,455,21710,17156,4554,20.98,"05","5",WARNING
IN,생산,9936,9936,0,20,525,17850,16105,1745,9.78,"05","5",WARNING
IN,생산,13846,13846,0,20,595,17167,15292,1875,10.92,"05","5",WARNING
IN,생산,8683,8683,0,20,475,450470,374442,76028,16.88,"05","6",LOW
IN,생산,10821,10821,0,20,475,442526,344750,97776,22.09,"05","6",LOW
IN,생산,9331,9331,0,20,545,430346,328042,102304,23.77,"05","6",LOW
IN,생산,13003,13003,0,20,615,440790,367894,72896,16.54,"05","6",LOW
OUT,판매,703,804,0,30,4950,43776,36605,7171,16.38,"05","3",LOW
IN,생산,804,804,0,30,4950,43776,36605,7171,16.38,"05","6",LOW
OUT,폐기,101,804,0,30,4950,43776,36605,7171,16.38,"05","5",HIGH
OUT,판매,880,1002,0,30,4950,41184,32896,8288,20.12,"05","4",LOW
IN,생산,1002,1002,0,30,4950,41184,32896,8288,20.12,"05","6",LOW
OUT,폐기,122,1002,0,30,4950,41184,32896,8288,20.12,"05","5",HIGH
OUT,판매,723,864,0,30,5650,43301,35882,7419,17.13,"05","3",LOW
IN,생산,864,864,0,30,5650,43301,35882,7419,17.13,"05","6",LOW
OUT,폐기,141,864,0,30,5650,43301,35882,7419,17.13,"05","5",HIGH
OUT,판매,1013,1204,0,30,6350,42284,36873,5411,12.8,"05","4",LOW
IN,생산,1204,1204,0,30,6350,42284,36873,5411,12.8,"05","6",LOW
OUT,폐기,191,1204,0,30,6350,42284,36873,5411,12.8,"05","5",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"05","6",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"05","6",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"05","6",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"05","6",WARNING
IN,생산,48425,48425,0,20,35,229143,194551,34592,15.1,"05","6",WARNING
IN,생산,70350,70350,0,20,60,263480,248999,14481,5.5,"05","6",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","5",LOW
IN,생산,87675,87675,0,20,60,230524,211757,18767,8.14,"05","6",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","5",WARNING
IN,생산,75600,75600,0,20,70,226216,187441,38775,17.14,"05","6",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"05","5",LOW
IN,생산,105350,105350,0,20,80,221564,175756,45808,20.67,"05","6",WARNING
IN,생산,9246,9246,0,20,455,20794,17520,3274,15.74,"05","6",WARNING
IN,생산,11523,11523,0,20,455,21710,17156,4554,20.98,"05","7",WARNING
IN,생산,9936,9936,0,20,525,17850,16105,1745,9.78,"05","7",WARNING
IN,생산,13846,13846,0,20,595,17167,15292,1875,10.92,"05","7",WARNING
IN,생산,8683,8683,0,20,475,450470,374442,76028,16.88,"05","1",LOW
IN,생산,10821,10821,0,20,475,442526,344750,97776,22.09,"05","7",LOW
IN,생산,9105,9331,0,20,545,430346,328042,102304,23.77,"05","7",LOW
IN,생산,13003,13003,0,20,615,440790,367894,72896,16.54,"05","7",LOW
OUT,판매,649,804,0,30,4950,43776,36605,7171,16.38,"05","4",LOW
IN,생산,804,804,0,30,4950,43776,36605,7171,16.38,"05","7",LOW
OUT,폐기,155,804,0,30,4950,43776,36605,7171,16.38,"05","5",HIGH
OUT,판매,863,1002,0,30,4950,41184,32896,8288,20.12,"05","5",LOW
IN,생산,1002,1002,0,30,4950,41184,32896,8288,20.12,"05","7",LOW
OUT,폐기,139,1002,0,30,4950,41184,32896,8288,20.12,"05","5",HIGH
OUT,판매,771,864,0,30,5650,43301,35882,7419,17.13,"05","7",LOW
IN,생산,864,864,0,30,5650,43301,35882,7419,17.13,"05","7",LOW
OUT,폐기,93,864,0,30,5650,43301,35882,7419,17.13,"05","5",HIGH
OUT,판매,966,1204,0,30,6350,42284,36873,5411,12.8,"05","2",LOW
IN,생산,1204,1204,0,30,6350,42284,36873,5411,12.8,"05","7",LOW
OUT,폐기,238,1204,0,30,6350,42284,36873,5411,12.8,"05","5",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"05","1",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"05","1",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"05","1",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"05","1",WARNING
IN,구매,1000000,1000000,0,10,1,406612,365147,41465,10.2,"05","7",LOW
IN,생산,48425,48425,0,20,35,229143,194551,34592,15.1,"05","2",WARNING
IN,생산,70350,70350,0,20,60,263480,248999,14481,5.5,"05","2",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","7",LOW
IN,생산,87675,87675,0,20,60,230524,211757,18767,8.14,"05","2",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"05","1",LOW
IN,생산,75600,75600,0,20,70,226216,187441,38775,17.14,"05","2",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","7",LOW
IN,생산,105350,105350,0,20,80,221564,175756,45808,20.67,"05","2",WARNING
IN,생산,9246,9246,0,20,455,20794,17520,3274,15.74,"05","3",WARNING
IN,생산,11378,11523,0,20,455,21710,17156,4554,20.98,"05","4",WARNING
IN,생산,9936,9936,0,20,525,17850,16105,1745,9.78,"05","2",WARNING
IN,생산,13846,13846,0,20,595,17167,15292,1875,10.92,"05","3",WARNING
IN,생산,8683,8683,0,20,475,450470,374442,76028,16.88,"05","3",LOW
IN,생산,10821,10821,0,20,475,442526,344750,97776,22.09,"05","3",LOW
IN,생산,9331,9331,0,20,545,430346,328042,102304,23.77,"05","3",LOW
IN,생산,13003,13003,0,20,615,440790,367894,72896,16.54,"05","3",LOW
OUT,판매,649,804,0,30,4950,43776,36605,7171,16.38,"05","7",LOW
IN,생산,804,804,0,30,4950,43776,36605,7171,16.38,"05","3",LOW
OUT,폐기,155,804,0,30,4950,43776,36605,7171,16.38,"05","5",HIGH
OUT,판매,869,1002,0,30,4950,41184,32896,8288,20.12,"05","5",LOW
IN,생산,1002,1002,0,30,4950,41184,32896,8288,20.12,"05","3",LOW
OUT,폐기,133,1002,0,30,4950,41184,32896,8288,20.12,"05","5",HIGH
IN,생산,864,864,0,30,5650,43301,35882,7419,17.13,"05","3",LOW
OUT,판매,763,864,0,30,5650,43301,35882,7419,17.13,"05","5",LOW
OUT,폐기,101,864,0,30,5650,43301,35882,7419,17.13,"05","5",HIGH
OUT,판매,1081,1204,0,30,6350,42284,36873,5411,12.8,"05","7",LOW
IN,생산,1204,1204,0,30,6350,42284,36873,5411,12.8,"05","3",LOW
OUT,폐기,123,1204,0,30,6350,42284,36873,5411,12.8,"05","5",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"05","3",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"05","3",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"05","3",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"05","3",WARNING
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"05","1",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"05","2",LOW
IN,생산,48425,48425,0,20,35,229143,194551,34592,15.1,"05","3",WARNING
IN,생산,70350,70350,0,20,60,263480,248999,14481,5.5,"05","3",WARNING
IN,생산,87675,87675,0,20,60,230524,211757,18767,8.14,"05","3",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","2",WARNING
IN,생산,75600,75600,0,20,70,226216,187441,38775,17.14,"05","3",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","1",LOW
IN,생산,105350,105350,0,20,80,221564,175756,45808,20.67,"05","3",WARNING
IN,생산,9246,9246,0,20,455,20794,17520,3274,15.74,"05","4",WARNING
IN,생산,11523,11523,0,20,455,21710,17156,4554,20.98,"05","3",WARNING
IN,생산,9936,9936,0,20,525,17850,16105,1745,9.78,"05","4",WARNING
IN,생산,13846,13846,0,20,595,17167,15292,1875,10.92,"05","3",WARNING
IN,생산,8684,8684,0,20,475,450470,374442,76028,16.88,"05","4",LOW
IN,생산,10824,10824,0,20,475,442526,344750,97776,22.09,"05","4",LOW
IN,생산,9332,9332,0,20,545,430346,328042,102304,23.77,"05","4",LOW
IN,생산,13004,13004,0,20,615,440790,367894,72896,16.54,"05","4",LOW
OUT,판매,668,804,0,30,4950,43776,36605,7171,16.38,"05","6",LOW
IN,생산,804,804,0,30,4950,43776,36605,7171,16.38,"05","4",LOW
OUT,폐기,136,804,0,30,4950,43776,36605,7171,16.38,"05","5",HIGH
OUT,판매,853,1002,0,30,4950,41184,32896,8288,20.12,"05","7",LOW
IN,생산,1002,1002,0,30,4950,41184,32896,8288,20.12,"05","4",LOW
OUT,폐기,149,1002,0,30,4950,41184,32896,8288,20.12,"05","5",HIGH
OUT,판매,770,864,0,30,5650,43301,35882,7419,17.13,"05","7",LOW
IN,생산,864,864,0,30,5650,43301,35882,7419,17.13,"05","4",LOW
OUT,폐기,94,864,0,30,5650,43301,35882,7419,17.13,"05","5",HIGH
OUT,판매,993,1204,0,30,6350,42284,36873,5411,12.8,"05","6",LOW
IN,생산,1204,1204,0,30,6350,42284,36873,5411,12.8,"05","4",LOW
OUT,폐기,211,1204,0,30,6350,42284,36873,5411,12.8,"05","5",HIGH
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"05","4",LOW
IN,생산,53525,53525,0,20,35,229143,194551,34592,15.1,"05","4",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"05","2",LOW
IN,생산,80850,80850,0,20,60,263480,248999,14481,5.5,"05","5",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","2",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","2",WARNING
IN,생산,111475,111475,0,20,60,230524,211757,18767,8.14,"05","4",WARNING
IN,생산,75250,75250,0,20,70,226216,187441,38775,17.14,"05","4",WARNING
IN,구매,500000,500000,0,10,12,336958,269808,67150,19.93,"05","3",LOW
IN,생산,107100,107100,0,20,80,221564,175756,45808,20.67,"05","4",WARNING
IN,생산,10626,10626,0,20,455,20794,17520,3274,15.74,"05","4",WARNING
IN,생산,14651,14651,0,20,455,21710,17156,4554,20.98,"05","4",WARNING
IN,생산,9890,9890,0,20,525,17850,16105,1745,9.78,"05","5",WARNING
IN,생산,14076,14076,0,20,595,17167,15292,1875,10.92,"05","4",WARNING
IN,생산,9979,9979,0,20,475,450470,374442,76028,16.88,"05","6",LOW
IN,생산,13759,13759,0,20,475,442526,344750,97776,22.09,"05","5",LOW
IN,생산,9288,9288,0,20,545,430346,328042,102304,23.77,"05","5",LOW
IN,생산,13219,13219,0,20,615,440790,367894,72896,16.54,"05","5",LOW
OUT,판매,782,924,0,30,4950,43776,36605,7171,16.38,"05","3",LOW
IN,생산,924,924,0,30,4950,43776,36605,7171,16.38,"05","5",LOW
OUT,폐기,142,924,0,30,4950,43776,36605,7171,16.38,"05","7",HIGH
OUT,판매,1080,1274,0,30,4950,41184,32896,8288,20.12,"05","7",LOW
IN,생산,1274,1274,0,30,4950,41184,32896,8288,20.12,"05","5",LOW
OUT,폐기,194,1274,0,30,4950,41184,32896,8288,20.12,"05","7",HIGH
OUT,판매,758,860,0,30,5650,43301,35882,7419,17.13,"05","3",LOW
IN,생산,860,860,0,30,5650,43301,35882,7419,17.13,"05","5",LOW
OUT,폐기,102,860,0,30,5650,43301,35882,7419,17.13,"05","7",HIGH
OUT,판매,1069,1224,0,30,6350,42284,36873,5411,12.8,"05","7",LOW
IN,생산,1224,1224,0,30,6350,42284,36873,5411,12.8,"05","5",LOW
OUT,폐기,155,1224,0,30,6350,42284,36873,5411,12.8,"05","7",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"05","5",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"05","5",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"05","5",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"05","5",WARNING
IN,생산,53525,53525,0,20,35,229143,194551,34592,15.1,"05","5",WARNING
IN,생산,80850,80850,0,20,60,263480,248999,14481,5.5,"05","5",WARNING
IN,구매,500000,500000,0,10,6,673811,609813,63998,9.5,"05","4",LOW
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","3",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","3",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"05","4",LOW
IN,생산,111475,111475,0,20,60,230524,211757,18767,8.14,"05","5",WARNING
IN,생산,75250,75250,0,20,70,226216,187441,38775,17.14,"05","5",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","4",LOW
IN,생산,107100,107100,0,20,80,221564,175756,45808,20.67,"05","5",WARNING
IN,생산,10626,10626,0,20,455,20794,17520,3274,15.74,"05","6",WARNING
IN,생산,14651,14651,0,20,455,21710,17156,4554,20.98,"05","5",WARNING
IN,생산,9890,9890,0,20,525,17850,16105,1745,9.78,"05","6",WARNING
IN,생산,14076,14076,0,20,595,17167,15292,1875,10.92,"05","5",WARNING
IN,생산,9979,9979,0,20,475,450470,374442,76028,16.88,"05","6",LOW
IN,생산,13759,13759,0,20,475,442526,344750,97776,22.09,"05","6",LOW
IN,생산,9288,9288,0,20,545,430346,328042,102304,23.77,"05","6",LOW
IN,생산,13219,13219,0,20,615,440790,367894,72896,16.54,"05","6",LOW
OUT,판매,819,924,0,30,4950,43776,36605,7171,16.38,"05","1",LOW
IN,생산,924,924,0,30,4950,43776,36605,7171,16.38,"05","6",LOW
OUT,폐기,105,924,0,30,4950,43776,36605,7171,16.38,"05","7",HIGH
OUT,판매,1026,1274,0,30,4950,41184,32896,8288,20.12,"05","5",LOW
IN,생산,1274,1274,0,30,4950,41184,32896,8288,20.12,"05","6",LOW
OUT,폐기,248,1274,0,30,4950,41184,32896,8288,20.12,"05","7",HIGH
IN,생산,860,860,0,30,5650,43301,35882,7419,17.13,"05","6",LOW
OUT,판매,741,860,0,30,5650,43301,35882,7419,17.13,"05","3",LOW
OUT,폐기,119,860,0,30,5650,43301,35882,7419,17.13,"05","7",HIGH
OUT,판매,1014,1224,0,30,6350,42284,36873,5411,12.8,"05","4",LOW
IN,생산,1224,1224,0,30,6350,42284,36873,5411,12.8,"05","6",LOW
OUT,폐기,210,1224,0,30,6350,42284,36873,5411,12.8,"05","7",HIGH
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"05","4",LOW
IN,생산,53525,53525,0,20,35,229143,194551,34592,15.1,"05","6",WARNING
IN,구매,1000000,1000000,0,10,1,406612,365147,41465,10.2,"05","5",LOW
IN,생산,80850,80850,0,20,60,263480,248999,14481,5.5,"05","6",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","4",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"05","5",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"05","4",LOW
IN,생산,111475,111475,0,20,60,230524,211757,18767,8.14,"05","6",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"05","4",LOW
IN,생산,75250,75250,0,20,70,226216,187441,38775,17.14,"05","6",WARNING
IN,생산,107100,107100,0,20,80,221564,175756,45808,20.67,"05","6",WARNING
IN,생산,10626,10626,0,20,455,20794,17520,3274,15.74,"05","7",WARNING
IN,생산,14651,14651,0,20,455,21710,17156,4554,20.98,"05","6",WARNING
IN,생산,9890,9890,0,20,525,17850,16105,1745,9.78,"05","7",WARNING
IN,생산,14076,14076,0,20,595,17167,15292,1875,10.92,"05","7",WARNING
IN,생산,9979,9979,0,20,475,450470,374442,76028,16.88,"05","7",LOW
IN,생산,13759,13759,0,20,475,442526,344750,97776,22.09,"05","7",LOW
IN,생산,9288,9288,0,20,545,430346,328042,102304,23.77,"05","7",LOW
IN,생산,13219,13219,0,20,615,440790,367894,72896,16.54,"05","7",LOW
OUT,판매,771,924,0,30,4950,43776,36605,7171,16.38,"05","2",LOW
IN,생산,924,924,0,30,4950,43776,36605,7171,16.38,"05","7",LOW
OUT,폐기,153,924,0,30,4950,43776,36605,7171,16.38,"06","1",HIGH
OUT,판매,1033,1274,0,30,4950,41184,32896,8288,20.12,"05","6",LOW
IN,생산,1274,1274,0,30,4950,41184,32896,8288,20.12,"05","7",LOW
OUT,폐기,241,1274,0,30,4950,41184,32896,8288,20.12,"06","1",HIGH
OUT,판매,754,860,0,30,5650,43301,35882,7419,17.13,"05","2",LOW
IN,생산,860,860,0,30,5650,43301,35882,7419,17.13,"05","7",LOW
OUT,폐기,106,860,0,30,5650,43301,35882,7419,17.13,"06","1",HIGH
OUT,판매,1021,1224,0,30,6350,42284,36873,5411,12.8,"05","4",LOW
IN,생산,1224,1224,0,30,6350,42284,36873,5411,12.8,"05","7",LOW
OUT,폐기,203,1224,0,30,6350,42284,36873,5411,12.8,"06","1",HIGH
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"05","7",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"05","7",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"05","7",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"05","7",WARNING
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"05","2",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"05","2",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"05","2",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"05","2",WARNING
IN,생산,53525,53525,0,20,35,229143,194551,34592,15.1,"05","2",WARNING
IN,생산,80850,80850,0,20,60,263480,248999,14481,5.5,"05","3",WARNING
IN,생산,111475,111475,0,20,60,230524,211757,18767,8.14,"05","2",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"05","1",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"05","1",LOW
IN,생산,75250,75250,0,20,70,226216,187441,38775,17.14,"05","2",WARNING
IN,생산,107100,107100,0,20,80,221564,175756,45808,20.67,"05","2",WARNING
IN,생산,10626,10626,0,20,455,20794,17520,3274,15.74,"05","4",WARNING
IN,생산,14651,14651,0,20,455,21710,17156,4554,20.98,"05","2",WARNING
IN,생산,9890,9890,0,20,525,17850,16105,1745,9.78,"05","2",WARNING
IN,생산,14076,14076,0,20,595,17167,15292,1875,10.92,"05","2",WARNING
IN,생산,9979,9979,0,20,475,450470,374442,76028,16.88,"05","3",LOW
IN,생산,13759,13759,0,20,475,442526,344750,97776,22.09,"05","3",LOW
IN,생산,13219,13219,0,20,615,440790,367894,72896,16.54,"05","4",LOW
OUT,판매,743,924,0,30,4950,43776,36605,7171,16.38,"05","4",LOW
IN,생산,924,924,0,30,4950,43776,36605,7171,16.38,"05","3",LOW
OUT,폐기,181,924,0,30,4950,43776,36605,7171,16.38,"06","1",HIGH
OUT,판매,1043,1274,0,30,4950,41184,32896,8288,20.12,"05","6",LOW
IN,생산,1274,1274,0,30,4950,41184,32896,8288,20.12,"05","3",LOW
OUT,폐기,231,1274,0,30,4950,41184,32896,8288,20.12,"06","1",HIGH
